编号,名字,性别,字号,年龄,正史,籍贯,父亲,母亲,兄弟,配偶,孩子,官职,主效,效力,总年数,年代列表,总章节,章节列表,历史,小说,头像,链接,效力数,配偶数
849,阚泽,男,德润,？-243,史实人物,扬州会稽郡山阴(浙江绍兴市越城区),未知,未知,未知,未知,未知,太子太傅|领中书|都乡侯,吴,吴,3,公元208年|公元215年|公元221年,6,第38回|第46回|第47回|第49回|第66回|第83回,三国时期的学者，性谦恭笃慎，家世农夫，至泽好学，居贫无资，常为人佣书，以供纸笔，所写既毕，诵读亦遍。追师论讲，究览群籍，兼通历数，由是显名。孙权为骠骑将军，辟补西曹掾；及称尊号，以泽为尚书；禾时为中书令、侍中，赤乌时为太子太傅，去世后孙权痛惜感悼，食不进者数日。曾为汉末刘洪所撰《乾象历》作注，今佚。,"孙权谋士,第一个识破周瑜打黄盖是苦肉计，后自告奋勇向曹操献诈降书，曹操识破后面不改色，哈哈大笑，一番妙言让曹操相信了诈降书，是苦肉计中的关键人物。后于刘备御驾亲征东吴时，向孙权举荐陆逊为都督，间接上挽救了东吴的命运。",http://www.e3ol.com/biography/pic/id/240/849.jpg,http://www.e3ol.com/biography/html/阚泽/,1,0
1076,邵悌,男,元伯,？-？,史实人物,兖州东郡阳平(山东聊城市莘县),未知,未知,未知,未知,未知,西曹属,魏,魏,2,公元263年|公元264年,3,第115回|第116回|第118回,晋王司马昭欲遣钟会伐蜀，悌以会率十余万众伐蜀，谓会单身无重任，不若使余人行。昭笑言已知之。及会白邓艾不轨，昭将西，悌复言。昭又安其心。,西曹掾。晋王司马昭欲以镇西将军钟会伐蜀，悌料会有反志，告昭。昭言已知之。及会白邓艾不轨，昭将西，悌复言。昭从之。,http://www.e3ol.com/biography/pic/id/240/1076.jpg,http://www.e3ol.com/biography/html/邵悌/,1,0
5913,刘彻,男,劉徹,公元前156-公元前87(70岁),史实人物,豫州沛国丰(江苏徐州市丰县),未知,未知,未知,未知,未知,暂无相关记载,其他,其他,1,未知,3,第1回|第9回|第105回,即汉世宗孝武皇帝。汉朝的第五位皇帝，政治家、战略家。刘彻是刘邦的重孙、汉景帝刘启的第十子。七岁时被册立为皇太子，十六岁登基，在位五十四年（前141年－前87年），在位期间数次大破匈奴、吞并朝鲜、遣使出使西域。独尊儒术，首创年号。他开拓汉朝最大版图，功业辉煌。但是，汉武帝连年征战，耗尽了国库，导致民生凋敝，在位晚年发生农民暴动，并且在巫蛊案中冤杀无辜。公元前87年刘彻崩于五柞宫，享年70岁，葬于茂陵，谥号“孝武”，庙号世宗。 ,西汉时期人，演义中曾提到此人。,http://www.e3ol.com/biography/pic/id/240/5913.jpg,http://www.e3ol.com/biography/html/刘彻/,1,0
615,严政,男,嚴政,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,部将,东汉,东汉|张角,1,公元184年,1,第2回,虚构人物，出自三国演义。,黃巾贼、张宝部将。在朱隽等官军的攻勢下，固守在阳城。政刺杀张宝，献首投降。  ,http://www.e3ol.com/biography/pic/id/240/615.jpg,http://www.e3ol.com/biography/html/严政/,2,0
4831,杨潭,男,道元,？-？,史实人物,司隶河南尹荧阳(河南荥阳市东北),杨肇,未知,杨歆,未知,杨经|杨彧,暂无相关记载,西晋,西晋,0,未知,0,未知,荆州刺史杨肇之子。,未知,http://www.e3ol.com/biography/pic/id/240/4831.jpg,http://www.e3ol.com/biography/html/杨潭/,1,0
1245,牵招,男,子经,？-？,史实人物,冀州安平国观津(河北衡水市武邑县东南),未知,未知,未知,未知,牵弘|牵嘉,右中郎将|雁门太守|关内侯,魏,东汉|魏|袁绍,0,未知,0,未知,年十余岁，诣同县乐隐受学。后隐为车骑将军何苗长史，招随卒业。值京都乱，苗、隐见害，招等共殡敛隐尸，送丧还归。道遇寇钞，路等皆悉散走。贼欲斫棺取钉，招垂泪请赦。贼义之，乃释而去。由此显名。冀州牧袁绍辟为督军从事，兼领乌丸突骑。绍舍人犯令，招先斩乃白，绍奇其意而不见罪也。绍卒，又事绍子尚。建安九年，太祖围鄴。尚遣招至上党，督致军粮。未还，尚破走，到中山。后招劝高干迎尚，并力观变。干既不能，而阴欲害招。招闻之，间行而去，道隔不得追尚，遂东诣太祖。太祖领冀州，辟为从事。太祖将讨袁谭，而柳城乌丸欲出骑助谭。太祖以招尝领乌丸，遣诣柳城。到，值峭王严，以五千骑当遣诣谭。太祖灭谭于南皮，署招军谋掾，从讨乌丸。至柳城，拜护乌丸校尉。还鄴，辽东送袁尚首，县在马市，招睹之悲感，设祭头下。太祖义之，举为茂才。从平汉中，太祖还，留招为中护军。事罢，还邺，拜平虏校尉，将兵督青、徐州郡诸军事，击东莱贼，斩其渠率，东土宁静。文帝践阼，拜招使持节护鲜卑校尉，屯昌平，招广布恩信，招诱降附。大军欲征吴，召招还，至，值军罢，拜右中郎将，出为雁门太守。招平鲜卑叛，凿原开渠。明帝即位，赐爵关内侯。太和二年，护乌丸校尉田豫为轲比能所围，移招求救。招整勒兵马救豫。后招与刺史毕轨议守新兴、雁门二牙门。未及施行，会病卒，子嘉嗣。,未知,http://www.e3ol.com/biography/pic/id/240/1245.jpg,http://www.e3ol.com/biography/html/牵招/,3,0
3371,陆昭,男,陸昭,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,建安五年（200），为会稽丞。,未知,http://www.e3ol.com/biography/pic/id/240/3371.jpg,http://www.e3ol.com/biography/html/陆昭/,1,0
1357,董白,女,董白,？-192,史实人物,凉州陇西郡临洮(甘肃定西市岷县),未知,未知,未知,未知,未知,渭阳君,董卓,董卓,0,未知,0,未知,汉太师董卓之渭阳君。白为卓孙女，茁当权，白时尚未笄，封为渭阳君。永汉三年，卓诛，夷三族。,未知,http://www.e3ol.com/biography/pic/id/240/1357.jpg,http://www.e3ol.com/biography/html/董白/,1,0
5891,扁鹊,男,扁鵲,公元前407-公元前310(98岁),史实人物,冀州勃海郡(河北沧州市南皮县东北),未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,1,第78回,名医。勃海郡郑（今河北任丘）人，一说为齐国卢邑（今山东长清）人。由于他的医术高超，被认为是神医，所以当时的人们借用了上古神话的黄帝时神医“扁鹊”的名号来称呼他。少时学医于长桑君，尽传其医术禁方，擅长各科。在赵为妇科，在周为五官科，在秦为儿科，名闻天下。后来扁鹊到了秦国，由于太医令李酰妒忌扁鹊的医术，于是设计害死了扁鹊。,战国时期人，名医。演义中曾提到此人。,http://www.e3ol.com/biography/pic/id/240/5891.jpg,http://www.e3ol.com/biography/html/扁鹊/,1,0
5953,白起,男,白起,？-公元前257,史实人物,司隶扶风郿(陕西宝鸡市眉县东北),未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,1,第118回,军事家、秦国名将。白起担任秦国将领30多年，攻城70余座，歼灭近百万敌军，被封为武安君。白起一生有伊阙之战、鄢郢之战、华阳之战、陉城之战和长平之战等辉煌胜利，《千字文》将白起与王翦、廉颇和李牧并称为战国四名将。,战国时期人，秦国名将。三国演义里，在司马昭给邓艾的诏书中提到了白起。,http://www.e3ol.com/biography/pic/id/240/5953.jpg,http://www.e3ol.com/biography/html/白起/,1,0
1039,路招,男,路招,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元199年,1,第21回,约在汉献帝初平年间曹操入主兖州时，路招从军成为曹营将领之一，随从征讨。建安四年，路招与刘备、朱灵等将共击袁术。建安十三年，随大军南下荆州，参与赤壁之战，路招与于禁、张辽、张郃、朱灵、李典、冯楷等七军属都督护军赵俨。建安十六年，随曹操西征马超。建安十七年初，马超等被平定后，曹操留行护军将军夏侯渊都督关中，路招与张郃、徐晃、朱灵等将军留在关中，隶属夏侯渊。其后路招与众将随从夏侯渊平定关中各处叛乱。路招约在建安末或魏初时薨。,曹操部将。演义名为路昭。刘备投太祖，后寻脱身，请领军五万截杀袁术。太祖从之，命昭、朱灵二人同行，以监视备。后昭随备大败术，及术亡，备令昭、灵回许都，留下军马保守徐州，太祖怒欲斩二人，荀彧劝免。,http://www.e3ol.com/biography/pic/id/240/1039.jpg,http://www.e3ol.com/biography/html/路招/,1,0
2652,何祗,男,君肃,？-？,史实人物,益州蜀郡(四川成都市),未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,少贫寒，杨洪迎为门下书佐，以有才干举郡吏，后为督军从事。诸葛亮闻祗游戏放纵，打算前去考察。他得悉后预有所备，对答时无凝滞。亮异其能，委以成都令，兼郫县令。历汶山、广汉、犍为太守，年四十八卒。,未知,http://www.e3ol.com/biography/pic/id/240/2652.jpg,http://www.e3ol.com/biography/html/何祗/,1,0
5239,张允[吴],男,張允,？-？,史实人物,扬州吴郡吴(江苏苏州市),未知,未知,未知,未知,张温[吴]|张白|张祗|张氏[张温妹],暂无相关记载,吴,吴,0,未知,0,未知,轻财重士，名显州郡，为孙权东曹掾。,未知,http://www.e3ol.com/biography/pic/id/240/5239.jpg,http://www.e3ol.com/biography/html/张允[吴]/,1,0
220,黄月英,女,黃月英,？-？,史实人物,沔南(陕西汉中市以南),黄承彦,蔡氏,未知,诸葛亮,诸葛瞻,不详,蜀,蜀,0,未知,2,第41回|第117回,为沔阳名士黄承彦之女，黄承彦以黄月英有才干向诸葛亮推荐，请求配婚，诸葛亮答应后遂与黄月英结为夫妻，相传黄月英黄头发黑皮肤，但知识广博。但也有一说指黄月英本人极美，因此遭到乡里其他年轻女性的嫉妒而诋毁她的容貌。 诸葛亮发明木牛流马，相传就是从黄月英的传授的技巧上发展出来。荆州一带的特产，相传部分也由黄月英所制造或发明。现今襄樊一带，还可以听到很多关于诸葛亮与黄月英的动人传说。黄月英是民间传说中的名字，由于使用广泛，因此本辞典采用其名。,为诸葛瞻之母，容貌甚丑，而有奇才：上通天文，下察地理，韬略近于诸书无所不晓，诸葛亮在南阳时闻其贤，迎娶黄月英。诸葛亮所学，很多是由黄月英所授。诸葛亮死后，黄月英也很快病逝，临终以“忠孝”勉励其子诸葛瞻。,http://www.e3ol.com/biography/pic/id/240/220.jpg,http://www.e3ol.com/biography/html/黄月英/,1,1
720,滕胤,男,承嗣,？-256,史实人物,青州北海国剧(山东潍坊市昌乐县西北),滕胄,未知,未知,孙氏[滕胤妻],滕氏,丞相|大司马|都亭侯,吴,吴,3,公元253年|公元256年|公元257年,3,第108回|第111回|第113回,伯父滕耽，父滕胄。与刘繇州里通家，以世扰乱，渡江依繇。后投孙权皆不幸短命。权为吴王，追录旧恩，封胤都亭侯。弱冠尚公主。年三十，起家为丹杨太守，徙吴郡、会稽，所在见称。太元元年，权寝疾，诣都，留为太常，与诸葛恪等俱受遗诏辅政。孙亮即位，加卫将军。恪以胤为都下督，掌统留事。孙綝始为偏将军，及孙峻死，加重权。吕据闻之大恐，与诸督将连名，共表荐滕胤为丞相，綝更以胤为大司马，代吕岱驻武昌。据引兵还，使人报胤，欲共废綝。綝闻之击胤，胤自以祸反，告以綝为乱。胤颜色不变，谈笑若常。或劝胤引兵至苍龙门，将士见公出，必皆委綝就公。时夜已半，胤恃与据期，又难举兵向宫，乃约令部典，说吕侯以在近道，故皆为胤尽死，无离散者。时大风，比晓，据不至。綝兵大会，遂杀胤及将士数十人，夷胤三族。 ,太常卿。与孫峻合谋，诛杀专横无度的诸葛恪。因此功绩被封为大司马。企图谋杀残暴无比的孙綝，反而被綝诛杀。,http://www.e3ol.com/biography/pic/id/240/720.jpg,http://www.e3ol.com/biography/html/滕胤/,1,1
106,孔伷,男,公绪,？-？,史实人物,兖州陈留郡(河南开封市东南),未知,未知,未知,未知,未知,豫州刺史,东汉,东汉|东汉,1,公元190年,1,第5回,能清谈高论，任豫州刺史。献帝初平元年，与袁术、韩馥等起兵反董卓，屯兵于颍川，于反董联盟解散后不久病逝。,豫州刺史，“十八路诸侯反董卓”中的一路，于三国演义第5回登场。 ,http://www.e3ol.com/biography/pic/id/240/106.jpg,http://www.e3ol.com/biography/html/孔伷/,2,0
4215,王立,男,王立,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,2,公元195年|公元196年,1,第14回,张璠汉纪曰：初，天子败于曹阳，欲浮河东下。侍中太史令王立曰：“自去春太白犯镇星于牛斗，过天津，荧惑又逆行守北河，不可犯也。”由是天子遂不北渡河，将自轵关东出。立又谓宗正刘艾曰：“前太白守天关，与荧惑会，金火交会，革命之象也。汉祚终矣，晋、魏必有兴者。”立后数言于帝曰：“天命有去就，五行不常盛，代火者土也，承汉者魏也，能安天下者，曹姓也，唯委任曹氏而已。”公闻之，使人语立曰：“知公忠于朝廷，然天道深远，幸勿多言。”,时侍中太史令王立私谓宗正刘艾曰：“吾仰观天文，自去春太白犯镇星于斗牛，过天津，荧惑又逆行，与太白会于天关，金火交会，必有新天子出。吾观大汉气数将终，晋魏之地，必有兴者。”又密奏献帝曰：“天命有去就，五行不常盛，代火者土也，代汉而有天下者，当在魏。”操闻之，使人告立曰：“知公忠于朝廷，然天道深远，幸勿多言。”操以是告彧，彧曰：“汉以火德王，而明公乃土命也。许都属土，到彼必兴。火能生土，土能旺木，正合董昭、王立之言，他日必有兴者。”,http://www.e3ol.com/biography/pic/id/240/4215.jpg,http://www.e3ol.com/biography/html/王立/,1,0
4385,文则,男,文則,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,地方割据势力公孙瓒部下，曾为使者携瓒书告瓒子续。,未知,http://www.e3ol.com/biography/pic/id/240/4385.jpg,http://www.e3ol.com/biography/html/文则/,1,0
3137,令狐愚,男,公治,？-249,史实人物,青州平原郡(山东德州市平原县南),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,司空王淩外甥。黄初时，为和戎护军。正始中，任曹爽长史，后出为兖州刺史。嘉平元年（249），与淩谋废曹芳，迎立楚王彪为帝，事未成，病死。,未知,http://www.e3ol.com/biography/pic/id/240/3137.jpg,http://www.e3ol.com/biography/html/令狐愚/,1,0
1262,樊氏,女,樊氏,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,无,东汉,东汉|刘表|魏,1,公元208年,1,第52回,桂阳太守赵范寡嫂。先主平江南，范降。范寡嫂曰樊氏，有国色，范欲以配云。云辞曰：“相与同姓，卿兄犹我兄。”固辞不许。,桂阳太守赵范寡嫂。赵云取桂阳，范降。范寡嫂曰樊氏，有国色，范常劝其改嫁，樊氏言惟有文武双全，名闻天下；相貌堂堂，威仪出众；与夫家同姓方嫁之。范因此欲以配云，云以与范结拜，恐名誉不立，固辞不许。,http://www.e3ol.com/biography/pic/id/240/1262.jpg,http://www.e3ol.com/biography/html/樊氏/,3,0
1276,韩莒子,男,韓莒子,？-200,史实人物,暂无相关记载,未知,未知,未知,未知,未知,骑督,袁绍,袁绍,1,公元200年,1,第30回,太祖与袁绍战，许攸来投，献策劫乌巢，太祖从之。既至，围屯，大放火，营中惊乱。大破之，尽燔其粮谷宝货，斩督将眭元进、骑督韩莒子、吕威璜、赵叡等首。,袁绍部将。在官渡之战中袁绍遣大将淳于琼，部领督将眭元进、韩莒子、吕威璜、赵叡等，引二万人马守乌巢。,http://www.e3ol.com/biography/pic/id/240/1276.jpg,http://www.e3ol.com/biography/html/韩莒子/,1,0
248,夏侯德,男,夏侯德,虚构人物,虚构人物,豫州沛国谯(安徽亳州市亳县),未知,未知,夏侯尚,未知,未知,将军,魏,魏,1,公元218年,2,第70回|第71回,虚构人物，出自三国演义。,夏侯尚的兄长，于三国演义第70回登场，在汉中镇守天荡山，接纳战败的张郃、夏侯尚等人，与蜀将黄忠、严颜交战，被严颜斩于马下。,http://www.e3ol.com/biography/pic/id/240/248.jpg,http://www.e3ol.com/biography/html/夏侯德/,1,0
300,鲍信,男,鮑信,152-192(41岁),史实人物,兖州泰山郡平阳(山东泰安市新泰),鲍丹,未知,（弟）鲍韬|鲍忠|鲍韬,未知,鲍勋|鲍邵,破虏将军、济北相,东汉,东汉,3,公元189年|公元190年|公元192年,4,第3回|第5回|第6回|第10回,受何进征召在外募兵，回到洛阳时适逢董卓进京，鲍信劝袁绍除掉董卓，袁绍不同意。后袁绍、曹操等人起兵对抗董卓，鲍信也起兵响应。后联盟破裂，鲍信劝戒曹操静观其变。兖州爆发农民起义，刺史刘岱不听鲍信所劝冒然出战，兵败战死。鲍信把曹操迎为兖州牧。在镇压农民起义其间。鲍信为救曹操不幸战死，曹操后来追记功绩，赐封其子。,后军校尉鲍信求见袁绍，说董卓有异心，劝袁绍除之，袁绍不同意，鲍信又找王允商量，王允也不同意，鲍信于是引本部军兵投泰山。后以济北相身份参加讨伐董卓的义军，鲍信因为怕孙坚抢头功，暗中令其弟鲍忠出战。结果鲍忠为华雄所杀。李傕等人控制朝廷后，以献帝名义命曹操与鲍信镇压青州黄巾起义，于是两人在寿张迎击黄巾军，鲍信深入重地，为敌所杀。 ,http://www.e3ol.com/biography/pic/id/240/300.jpg,http://www.e3ol.com/biography/html/鲍信/,1,0
203,马休,男,馬休,？-212,史实人物,司隶扶风茂陵(陕西咸阳市兴平东),马腾,未知,马超|马铁|马云騄,未知,未知,奉车都尉,魏,马腾|魏,2,公元208年|公元212年,3,第57回|第58回|第78回,马腾之子，马超之弟，随父马腾入朝，被封为奉车都尉，后因马超反抗曹操，同马腾一起被杀。,马腾的次子，马超之弟，随父马腾进京，密谋征讨曹操。后计划泄漏，被曹军包围，兵败被擒，与马腾一起遇害。,http://www.e3ol.com/biography/pic/id/240/203.jpg,http://www.e3ol.com/biography/html/马休/,2,0
98,典满,男,典滿,？-？,史实人物,兖州陈留郡己吾(河南商丘市宁陵县西南二十五公里),典韦,未知,未知,未知,未知,都尉|关内侯,魏,魏,1,公元197年,1,第17回,猛将典韦之子。曹操征宛时，张绣降而复反，急袭曹营。典满之父典韦时充侍卫，奋死搏斗殉主。曹操念典韦功德，便拜典满为郎中。后曹操又因追思典韦，再拜典满为司马，引为亲近。曹丕即王位后，以典满为都尉，赐爵关内侯。,典韦死后，典满被曹操拜为中郎，并收养在府中。,http://www.e3ol.com/biography/pic/id/240/98.jpg,http://www.e3ol.com/biography/html/典满/,1,0
1078,师纂,男,師纂,？-263,史实人物,暂无相关记载,未知,未知,未知,未知,未知,益州刺史,魏,魏,4,公元256年|公元259年|公元262年|公元263年,5,第111回|第113回|第115回|第117回|第118回,初为大将军司马昭主簿，后为司马，随邓艾伐蜀。时征西将军邓艾以为未有衅，屡陈异议。司马昭患之，使主簿师纂为艾司马以喻之，艾乃奉命。蜀卫将军诸葛瞻自涪还绵竹，列陈待艾。艾遣子忠等出其右，纂等出其左。忠、纂战不利，并退还，曰：“贼未可击。”艾怒曰：“存亡之分，在此一举，何不可之有？”乃叱忠、纂等，将斩之。忠、纂驰还更战，大破之，斩瞻及尚书张遵等首，进军到雒。蜀亡，艾以师纂领益州刺史。后纂与钟会、胡烈等白艾所作悖逆，变衅以结。诏书槛车徵艾。钟会、姜维作乱身死，卫瓘遣田续等讨艾，遇于绵竹西，斩之。纂亦与艾俱死。纂性急少恩，死之日体无完皮。 ,邓艾部将。随征西将军邓艾伐蜀，与其子邓忠搭档。后蜀亡，被邓艾任为益州刺史。,http://www.e3ol.com/biography/pic/id/240/1078.jpg,http://www.e3ol.com/biography/html/师纂/,1,0
2112,邓展,男,鄧展,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,奋威将军。,未知,http://www.e3ol.com/biography/pic/id/240/2112.jpg,http://www.e3ol.com/biography/html/邓展/,1,0
266,公孙越,男,公孫越,？-191,史实人物,幽州辽西郡令支(河北唐山市迁安西五公里),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,1,公元191年,1,第7回,公孙瓒的从弟，受公孙瓒委派，率领一千骑兵去与袁术联盟，恰逢袁术与袁绍争夺豫州。袁术派公孙越参战，公孙越中流矢而死。公孙瓒迁怒于袁绍，遂开始与袁绍交战。 ,公孙越，公孙瓒的弟弟，三国演义第7回登场。袁绍为夺取韩馥的冀州，曾诱公孙瓒起兵相威胁。韩馥让出冀州后，公孙瓒派公孙越出使袁绍，欲瓜分冀州土地，袁绍假意答应，却暗中派人冒充董卓家将将公孙越乱箭射死。公孙瓒闻讯后大怒，遂起兵攻打袁绍。 ,http://www.e3ol.com/biography/pic/id/240/266.jpg,http://www.e3ol.com/biography/html/公孙越/,1,0
234,曹肇,男,长思,？-244,史实人物,豫州沛国谯(安徽亳州市亳县),曹休,未知,曹纂,未知,曹兴,屯骑校尉|安阳乡侯|追赠卫将军,魏,魏,0,未知,0,未知,魏散骑常侍、屯骑校尉、追赠卫将军、大司马曹休之子。有当世才度，景初三年，明帝寝疾，方与燕王宇等属以后事。帝意寻变，诏肇以侯归第。正始中薨。追赠卫将军。子兴嗣。,未知,http://www.e3ol.com/biography/pic/id/240/234.jpg,http://www.e3ol.com/biography/html/曹肇/,1,0
612,谭雄,男,譚雄,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,裨将军,吴,吴,1,公元221年,1,第82回,虚构人物，出自三国演义。,蜀伐吴，雄助李异，箭射蜀将张苞马，苞落马。翌日，为关兴所擒，于蜀营中斩首。,http://www.e3ol.com/biography/pic/id/240/612.jpg,http://www.e3ol.com/biography/html/谭雄/,1,0
4759,阎晏,男,閻晏,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,1,公元227年,1,第91回,行参军建义将军。后主建兴九年（231），与刘琰、魏延等建议罢免李严，以惩其罪。,孔明受诏归府，唤诸将听令，其中有一行参军，即为谏议将军阎晏。,http://www.e3ol.com/biography/pic/id/240/4759.jpg,http://www.e3ol.com/biography/html/阎晏/,1,0
379,公孙渊,男,文懿,？-238,史实人物,幽州辽东郡襄平(辽宁辽阳市),公孙康,未知,公孙晃,未知,公孙修,大司马|乐浪公|持节|辽东太守|燕王,东汉,东汉|魏,4,公元228年|公元233年|公元237年|公元238年,2,第105回|第106回,魏大司马，封乐浪公。公辽东太守公孙度之孙，公孙康之子。初，恭病阴消为阉人，劣弱不能治国。太和二年，渊胁夺恭位。魏明帝即拜渊扬烈将军、辽东太守。渊遣使南通孙权，往来赂遗。权遣使张弥、许晏等，赍金玉珍宝，立渊为燕王。渊亦恐权远不可恃，且贪货物，诱致其使，悉斩送弥、晏等首。明帝於是拜渊大司马，封乐浪公，持节、领郡如故。继而对魏不满，於辽东反，自称燕王，改元绍汉，置百官有司。遣使者持节，假鲜卑单于玺，封拜边民，诱呼鲜卑，侵扰北方。魏遣司马懿伐之，苑率兵阻，不敌，困城，及城破，斩相国以下首级以千数，传渊首洛阳，辽东、带方、乐浪、玄菟悉平。,燕王，公孙康之子。趁魏、吴骚乱之际自称燕王，发动叛乱，与魏对抗。败给司马懿率领的讨伐大军，被围困后乞降不被接受，与子修在欲出城逃跑时被斩杀。,http://www.e3ol.com/biography/pic/id/240/379.jpg,http://www.e3ol.com/biography/html/公孙渊/,2,0
5279,赵衢,男,赵衢,？-？,史实人物,凉州南安郡(甘肃陇西市东南),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元213年,1,第64回,曹操伐马超，他与尹奉等杀马超妻子，迫使马超兵败奔张鲁。,却说马超自兵败入羌，尽皆归降，惟冀城攻打不下。韦康投降被斩，复用杨阜为参军。阜荐梁宽、赵衢二人，超尽用为军官。梁宽、赵衢二人为杨阜内应，意图谋杀马超。马超兵败归冀州城，梁宽、赵衢立在城上，大骂马超，将马超妻杨氏从城上一刀砍了，撇下尸首来，又将马超幼子三人并至亲十余口，都从城上一刀一个剁将下来。,http://www.e3ol.com/biography/pic/id/240/5279.jpg,http://www.e3ol.com/biography/html/赵衢/,1,0
2083,单子春,男,單子春,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,1,第69回,曾任琅邪太守。,琅琊太守。闻管辂神卜，召辂相见。与辂讲论《易》理，子春反覆辩难，辂对答如流，子春叹服。,http://www.e3ol.com/biography/pic/id/240/2083.jpg,http://www.e3ol.com/biography/html/单子春/,1,0
3624,平汉,男,平漢,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知,汉末农民起义军首领之一，响应张角起兵。,未知,http://www.e3ol.com/biography/pic/id/240/3624.jpg,http://www.e3ol.com/biography/html/平汉/,1,0
6156,安喜县吏,男,安喜縣吏,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,1,公元185年,1,第2回,县吏泛指县中属吏，非具体官名。安喜县吏是三国演义中张飞鞭打督邮中出现的特定虚构人物，没有名字。,刘备任安喜县尉时，督邮到县巡视并向刘备索贿，刘备拒绝。督邮于是威逼该县吏陷害刘备，县吏不从，由此发生了张飞怒打督邮的事件。,http://www.e3ol.com/biography/pic/id/240/6156.jpg,http://www.e3ol.com/biography/html/安喜县吏/,1,0
5680,范成,男,范成,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,1,公元196年,1,第14回,虚构人物，出自三国演义。,献帝被曹操迎驾到许都，曹操大权在握，封范成为洛阳令。,http://www.e3ol.com/biography/pic/id/240/5680.jpg,http://www.e3ol.com/biography/html/范成/,1,0
4756,阎显,男,閻顯,？-125,史实人物,司隶河南尹荧阳(河南荥阳市东北),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,因其妹为安帝皇后，封长社侯，掌管禁兵。安帝死，太后临朝，他任车骑将军。定策立年幼的北乡侯为帝，专断朝政。不久，北乡侯死，秘不发丧，欲择立皇帝。宦官孙程等十九人拥立济阴王为帝（顺帝），捕显，下狱诛之。,未知,http://www.e3ol.com/biography/pic/id/240/4756.jpg,http://www.e3ol.com/biography/html/阎显/,1,0
5665,程旷,男,程曠,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,6,公元184年|公元185年|公元187年|公元189年,6,第1回|第2回|第3回|第6回|第22回|第115回,虚构人物，出自三国演义。,"宦官。“十常侍”之一。卖官鬻爵，非亲不用，非仇不诛，以致天下大乱。外戚何进谋诛宦竖不成，反遭杀身。袁绍、曹操斩关入内，程旷与赵忠、夏恽、郭胜四个,被赶至翠花楼前，剁为肉泥。",http://www.e3ol.com/biography/pic/id/240/5665.jpg,http://www.e3ol.com/biography/html/程旷/,1,0
1197,诸葛芸,女,諸葛蕓,虚构人物,虚构人物,徐州琅邪国(山东临沂市北),诸葛亮,黄氏,诸葛瞻|诸葛乔,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,虚构人物，出自游戏《三国群英传》系列。,未知,http://www.e3ol.com/biography/pic/id/240/1197.jpg,http://www.e3ol.com/biography/html/诸葛芸/,1,0
1587,刘安,男,劉安,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,刘安妻,未知,暂无相关记载,在野,在野,1,公元198年,1,第19回,虚构人物，出自三国演义。,猎户。刘备为吕布所破，与孙乾往山中逃难，寻小路投许都，路上绝粮，于村中求食。到一家投宿，其家一后生出拜，问之，乃猎户安也。闻是豫州牧至，遍寻野味不得，乃杀其妻以食之，言是狼肉。至晓将去，往后院取马，忽见一妇人杀于厨下，臂上肉已都割去。备不胜伤感，洒泪上马。安本欲相随使君，因老母在堂，未敢远行。备称谢而别，与曹公言安杀妻为食之事，公乃令孙乾以金百两往赐之。,http://www.e3ol.com/biography/pic/id/240/1587.jpg,http://www.e3ol.com/biography/html/刘安/,1,1
